ID,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,CER,WER
24906,11.31,47.31,21.82,42.86,40.18,36.68,62.5
19870,4.18,41.1,9.64,40.0,34.05,21.52,65.12
19958,23.61,50.53,30.77,60.69,56.9,19.95,40.54
21651,1.65,21.62,5.13,22.5,17.56,34.24,84.62
20446,12.02,41.24,18.18,41.07,37.36,23.4,58.93
4807,7.26,38.64,15.38,35.85,35.59,32.16,85.11
11927,24.64,60.24,29.7,58.25,54.03,18.58,43.4
20483,15.71,45.54,19.13,44.44,38.53,29.73,58.33
2460,6.46,36.54,13.11,36.76,29.58,24.95,65.22
16583,1.61,28.21,4.6,24.72,19.34,43.95,81.82
14996,18.16,40.45,25.0,43.4,44.8,21.38,69.39
19705,2.21,35.29,8.22,37.33,27.98,33.18,63.16
22556,26.65,61.11,36.78,56.18,56.94,19.72,52.38
6830,3.24,39.39,11.04,36.36,29.41,31.9,67.06
8059,12.21,31.58,15.83,31.21,30.11,29.97,75.0
1334,14.1,47.52,22.64,46.3,43.04,29.29,53.7
21276,3.7,30.89,9.73,36.36,26.67,29.19,69.15
13428,5.03,41.94,13.33,33.77,30.58,31.9,67.5
3450,7.51,31.46,11.11,32.73,29.15,39.73,78.85
16065,17.96,59.02,28.42,57.29,51.1,19.02,42.71
21463,3.45,34.48,8.86,33.75,25.55,29.1,67.9
19967,17.87,51.61,29.49,53.16,49.79,18.78,48.75
20665,11.5,41.98,13.33,36.96,33.1,39.11,70.45
6888,8.39,44.19,15.38,39.62,36.51,27.01,77.08
6520,24.56,47.76,29.87,50.0,47.06,19.55,50.63
11257,45.26,63.79,48.48,67.16,66.53,17.74,32.84
6586,12.17,38.38,18.18,43.28,38.9,25.37,58.57
24997,3.58,45.16,12.39,41.74,34.56,31.63,61.4
6293,16.67,52.94,25.0,51.11,48.32,18.53,48.89
2703,10.58,36.09,15.29,38.99,32.61,29.58,63.86
4193,17.64,45.98,25.0,46.67,42.31,26.03,55.56
15569,20.63,43.04,21.95,40.48,35.68,26.99,60.47
26001,3.11,25.29,6.45,27.37,21.91,31.06,76.0
