ID,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,CER,WER
24891,100.0,100.0,100.0,100.0,100.0,0.0,0.0
17134,100.0,100.0,100.0,100.0,100.0,0.0,0.0
15355,100.0,100.0,97.22,100.0,100.0,0.0,0.0
23748,100.0,100.0,100.0,100.0,100.0,0.0,0.0
2113,100.0,100.0,97.87,100.0,100.0,0.0,0.0
6803,100.0,100.0,97.67,100.0,100.0,0.0,0.0
7819,100.0,100.0,98.55,100.0,100.0,0.0,0.0
5832,100.0,100.0,100.0,100.0,100.0,0.0,0.0
24853,100.0,100.0,100.0,100.0,100.0,0.0,0.0
8082,100.0,100.0,97.1,100.0,100.0,0.0,0.0
24093,100.0,100.0,100.0,100.0,100.0,0.0,0.0
20960,100.0,100.0,97.78,100.0,100.0,0.0,0.0
14825,100.0,100.0,96.72,100.0,100.0,0.0,0.0
17987,100.0,100.0,100.0,100.0,100.0,0.0,0.0
1577,100.0,100.0,100.0,100.0,100.0,0.0,0.0
16821,100.0,100.0,98.51,100.0,100.0,0.0,0.0
18244,100.0,100.0,100.0,100.0,100.0,0.0,0.0
26311,100.0,100.0,94.44,100.0,100.0,0.0,0.0
7267,100.0,100.0,100.0,100.0,100.0,0.0,0.0
11833,100.0,100.0,97.06,100.0,100.0,0.0,0.0
25908,100.0,100.0,97.83,100.0,100.0,0.0,0.0
16444,100.0,100.0,100.0,100.0,100.0,0.0,0.0
20409,100.0,100.0,100.0,100.0,100.0,0.0,0.0
4593,100.0,100.0,97.14,100.0,100.0,0.0,0.0
4309,100.0,100.0,100.0,100.0,100.0,0.0,0.0
7324,100.0,100.0,98.36,100.0,100.0,0.0,0.0
23788,100.0,100.0,100.0,100.0,100.0,0.0,0.0
13493,100.0,100.0,90.11,100.0,100.0,0.0,0.0
16360,100.0,100.0,97.73,100.0,100.0,0.0,0.0
24946,100.0,100.0,97.96,100.0,100.0,0.0,0.0
26292,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18851,100.0,100.0,100.0,100.0,100.0,0.0,0.0
13784,100.0,100.0,100.0,100.0,100.0,0.0,0.0
25546,100.0,100.0,98.25,100.0,100.0,0.0,0.0
17133,100.0,100.0,96.08,100.0,100.0,0.0,0.0
20872,100.0,100.0,100.0,100.0,100.0,0.0,0.0
15466,100.0,100.0,98.63,100.0,100.0,0.0,0.0
6718,100.0,100.0,89.55,100.0,100.0,0.0,0.0
19156,100.0,100.0,100.0,100.0,100.0,0.0,0.0
5485,100.0,100.0,100.0,100.0,100.0,0.0,0.0
7759,100.0,100.0,97.5,100.0,100.0,0.0,0.0
4302,100.0,100.0,98.15,100.0,100.0,0.0,0.0
7141,100.0,100.0,97.44,100.0,100.0,0.0,0.0
20081,100.0,100.0,98.41,100.0,100.0,0.0,0.0
17662,100.0,100.0,95.83,100.0,100.0,0.0,0.0
12736,96.29,97.44,93.75,97.96,97.96,0.7,2.04
23007,89.31,94.44,90.24,95.24,95.22,4.62,4.76
14999,100.0,100.0,100.0,100.0,100.0,0.0,0.0
11815,86.1,94.38,86.87,95.05,94.28,3.64,5.88
4614,0.54,6.67,0.0,5.06,2.61,85.85,102.63
20392,1.01,21.15,1.74,20.51,13.96,54.29,89.29
23095,2.47,31.25,7.89,29.87,25.34,43.68,72.62
24746,1.38,16.47,4.55,15.56,12.95,58.49,90.91
20587,1.13,16.67,3.51,15.52,9.93,57.76,88.14
14947,100.0,100.0,100.0,100.0,100.0,0.0,0.0
6159,78.65,88.1,80.43,89.36,89.29,4.89,10.64
7969,73.35,88.37,73.33,86.89,85.66,5.33,14.52
8206,62.69,85.71,65.26,82.47,81.33,10.04,18.37
2364,96.2,99.08,94.03,98.53,98.52,0.51,1.47
3463,100.0,100.0,100.0,100.0,100.0,0.0,0.0
2690,100.0,100.0,100.0,100.0,100.0,0.0,0.0
2101,100.0,100.0,100.0,100.0,100.0,0.0,0.0
24136,84.85,94.12,87.91,94.62,93.78,3.15,6.38
291,100.0,100.0,100.0,100.0,100.0,0.0,0.0
7821,60.84,82.54,69.01,81.94,81.74,11.92,19.44
17443,100.0,100.0,94.74,100.0,100.0,0.0,0.0
11457,100.0,100.0,98.92,100.0,100.0,0.0,0.0
10729,100.0,100.0,95.24,100.0,100.0,0.0,0.0
